ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Distance,Stream,Species,Sex,lat_Location,long_Location,accuracy_Location,UTM_Northing_Location,UTM_Easting_Location,UTM_Zone_Location,Notes,15_Photo,Type,Carcass_Location,Predation,Length_Inches,Width_Inches,Carcass_Age,Spawning_Success,Adipose_Fin,Activity
e31ed145-8c91-401e-a5db-3a04f02431c4,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:34:37.431Z,2022-12-03T20:33:42.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711359,-122.380082,6,5284405,546500,10T,"Severe tail decay",,Dead,"In creek","Eye loss",20,4.2,"Greater than 24 hours",Unspawned,,
cbf64d41-b267-46a6-9a1c-73624f01deb7,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:33:48.644Z,2022-12-03T20:33:40.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711365,-122.380083,6,5284406,546500,10T,,,Dead,"In creek","Eye loss",24,5.5,"Greater than 24 hours","Partially spawned",,
9650e7e2-7e43-43b5-9fb1-48104564fd3f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:33:01.878Z,2022-12-03T20:33:39.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711362,-122.380106,6,5284406,546498,10T,,,Dead,"In creek","Eye loss",25.5,6,"Greater than 24 hours","Partially spawned",,
16dfc034-97e0-4050-b99a-3104420ff8c1,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:32:14.624Z,2022-12-03T20:33:37.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.711382,-122.380082,5,5284408,546500,10T,,,Dead,,No,23,5,"Greater than 24 hours",Spawned,,
ab9e889b-04d5-449e-b426-a039719a671e,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:30:30.532Z,2022-12-03T20:06:49.000Z,"50 Chum Live",50,"Piper's Creek",Chum,Unknown,47.711825,-122.379149,4,5284458,546569,10T,,,Live,,,,,,,,
3e97f1db-5771-42ed-8692-3d68775cf92f,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:29:55,2022-12-10T05:32:52.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Female,47.711704,-122.3801,4,5284444,546498,10T,"SLF 09DEC2022 converted entry to Chum based on lack of adipose data. Screen calibration issue caused accidental Coho selection",,Dead,"In creek",Yes,23,4.5,,Spawned,,
2fd2cf15-5277-4103-8749-465a6cdd1907,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:28:47.186Z,2022-12-03T20:33:34.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711658,-122.380109,5,5284439,546498,10T,,,Dead,"In creek",Yes,23.5,5,"Greater than 24 hours",Unknown,,
b9497d6c-7914-4cd4-8aa0-ab7ba883f70b,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:28:25.309Z,2022-12-03T20:06:46.000Z,"6 Chum Live",6,"Piper's Creek",Chum,Female,47.711886,-122.379404,6,5284464,546550,10T,,,Live,,,,,,,,
1f833147-4e7b-4c98-b091-52be5b6e5831,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:26:32.320Z,2022-12-03T20:33:32.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711925,-122.379764,6,5284468,546523,10T,,,Dead,"In creek","Eye loss",22.5,5,"Greater than 24 hours","Partially spawned",,
5093ec00-b474-49db-a682-0705ba5aa228,868cb943-c51f-44ad-8e90-1283f53986a6,2022-12-03T17:25:35.177Z,2022-12-03T20:33:30.000Z,"0 Chum Dead",0,"Piper's Creek",Chum,Male,47.711928,-122.379754,7,5284469,546524,10T,,,Dead,"In creek",No,21,5,"12-24 hours","Partially spawned",,
a42a54da-c281-4671-be8c-ddfa6cc11f28,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.912Z,2022-11-30T08:05:58.000Z,"500 Chum Live",500,"Piper's Creek",Chum,Male,47.711698,-122.377402,221,5284445,546701,10T,"bulk uploaded male #3",,Live,,,,,,,,
d4546b06-6db4-4289-abfd-e95240807c4f,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.912Z,2022-11-30T08:05:56.000Z,"500 Chum Live",500,"Piper's Creek",Chum,Male,47.711698,-122.377402,221,5284445,546701,10T,"bulk uploaded male #3",,Live,,,,,,,,
c4299c2f-84b5-4486-86bc-fbc943997e67,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.912Z,2022-11-30T08:05:55.000Z,"500 Chum Live",500,"Piper's Creek",Chum,Male,47.711698,-122.377402,221,5284445,546701,10T,"bulk uploaded male #3",,Live,,,,,,,,
25b19071-e1d1-4d64-8933-edf52fa459f3,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.912Z,2022-11-30T08:05:54.000Z,"500 Chum Live",500,"Piper's Creek",Chum,Male,47.711698,-122.377402,221,5284445,546701,10T,"bulk uploaded male #2",,Live,,,,,,,,
e7cda9e1-b600-494d-ad97-068feec3973f,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.912Z,2022-11-30T08:05:53.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,47.711017,-122.372333,5,5284372,547081,10T,"bulk uploaded male #1",,Live,,,,,,,,
2c331add-aabf-44b9-ace5-95068f1dc048,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.911Z,2022-11-30T08:05:51.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,47.711017,-122.372333,5,5284372,547081,10T,"bulk uploaded female #5",,Live,,,,,,,,
4926419e-aac5-45aa-a4bc-a74823664380,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.911Z,2022-11-30T08:05:50.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,47.711017,-122.372333,5,5284372,547081,10T,"bulk uploaded female #4",,Live,,,,,,,,
f455070f-dc11-43dd-bc83-d0eba6ddd281,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.911Z,2022-11-30T08:05:49.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,47.711017,-122.372333,5,5284372,547081,10T,"bulk uploaded female #3",,Live,,,,,,,,
2ce1709c-f7c4-4c86-8806-687462dadd79,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-30T08:05:47.911Z,2022-11-30T08:05:48.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,47.711017,-122.372333,5,5284372,547081,10T,"bulk uploaded female #2",,Live,,,,,,,,
8a455411-90bb-45df-93fd-4a175c79e58c,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:53:06.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded unknown #3",,Live,,,,,,,,
7cb01154-faed-49e7-94a9-168139eb59c0,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:53:04.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded unknown #2",,Live,,,,,,,,
b14524a2-4703-4952-9c8c-fdf7fa2b26a0,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:53:03.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded unknown #1",,Live,,,,,,,,
76b3fdcd-ded4-4690-8616-335d901811e5,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:53:02.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded male #3",,Live,,,,,,,,
8ca9966c-2d76-45ec-bcea-9022c9d7d2d7,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:53:01.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded male #2",,Live,,,,,,,,
a47e40bb-f6f1-4807-8463-29be0d66d82a,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:59.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Male,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded male #1",,Live,,,,,,,,
dd973cac-ebdc-478a-a0df-a06272d24bb6,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:58.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #7",,Live,,,,,,,,
236ae12f-b94e-424a-82d1-c123a664322d,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:57.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #6",,Live,,,,,,,,
fc561f02-516d-4779-bdc3-310247ae04f6,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:56.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #5",,Live,,,,,,,,
1e662524-f252-473b-bc70-1af4002edb76,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:55.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #4",,Live,,,,,,,,
0646e231-ffc3-42fe-9e4a-df2ec949e47d,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:53.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #3",,Live,,,,,,,,
6b314226-a1a5-4189-b953-63b61df3807c,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:52.000Z,"1200 Chum Live",1200,"Piper's Creek",Chum,Female,47.71122,-122.374616,5,5284393,546910,10T,"bulk uploaded female #2",,Live,,,,,,,,
9ef2af55-a83f-4aa4-afc8-7775921ee212,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:51.000Z,"1430 Unknown Live",1430,"Piper's Creek",Unknown,Female,47.711168,-122.373691,5,5284388,546979,10T,"bulk uploaded female #2",,Live,,,,,,,,
717f7921-5081-4820-93d7-6fd1c174c941,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:50.000Z,"1430 Unknown Live",1430,"Piper's Creek",Unknown,Female,47.711168,-122.373691,5,5284388,546979,10T,"bulk uploaded female #1",,Live,,,,,,,,
e264b32f-d629-4903-b288-1fdbf78891b2,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:48.000Z,"1430 Unknown Live",1430,"Piper's Creek",Unknown,Male,47.711168,-122.373691,5,5284388,546979,10T,"bulk uploaded male #4",,Live,,,,,,,,
f264b8a9-75e5-433c-94b1-f93f95966256,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:47.000Z,"1430 Unknown Live",1430,"Piper's Creek",Unknown,Male,47.711168,-122.373691,5,5284388,546979,10T,"bulk uploaded male #3",,Live,,,,,,,,
a6a4cfe8-43db-435e-b9fe-6b9ac157612a,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:46.000Z,"1430 Unknown Live",1430,"Piper's Creek",Unknown,Male,47.711168,-122.373691,5,5284388,546979,10T,"bulk uploaded male #2",,Live,,,,,,,,
ae946f5f-0523-4a5d-8742-2ec6bfb8438a,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:45.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #14",,Live,,,,,,,,
29e06520-06e8-40d1-9cd0-b82c42f9b526,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:44.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #13",,Live,,,,,,,,
c0e3de2b-a222-485f-878d-09e111199c68,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:42.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #12",,Live,,,,,,,,
58631ae9-3b4e-4970-937f-6ae802f1cf67,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:41.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #11",,Live,,,,,,,,
93593cf3-a025-4a9a-9aec-0d607b880456,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:40.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #10",,Live,,,,,,,,
798c492e-5570-4994-83ba-56aa913dfb1d,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:39.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #9",,Live,,,,,,,,
894e8413-b38f-4d4a-a21b-fbbd0b6886ae,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:37.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #8",,Live,,,,,,,,
cc52d153-16ee-4830-8a3f-b4fe3ac7723e,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:36.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #7",,Live,,,,,,,,
c4bf30d8-4fb4-4bd3-9d0e-435f624f6cc0,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:35.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #6",,Live,,,,,,,,
dd4d9cb4-ce1b-40e5-ad39-e2451fa876e5,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:34.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #5",,Live,,,,,,,,
ad73e3b3-1e56-49c5-b31c-83c7bc4143dc,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:32.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #4",,Live,,,,,,,,
d08b820b-ba55-4553-9c07-f11e9db12375,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.888Z,2022-11-30T07:52:31.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #3",,Live,,,,,,,,
b2725fb1-e11c-42ef-a214-dc9bc8782e59,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:30.000Z,"1600 Chum Live",1600,"Piper's Creek",Chum,Female,47.711137,-122.373052,5,5284385,547027,10T,"bulk uploaded female #2",,Live,,,,,,,,
ef6b22da-8e06-419c-b3f6-b736b294eeb3,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:29.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Male,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded male #2",,Live,,,,,,,,
4c56e9f2-464d-4c49-a591-b08fdb2d28af,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:28.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Male,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded male #1",,Live,,,,,,,,
19c5405e-4322-4e9c-877b-132379cc546d,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:26.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #9",,Live,,,,,,,,
8eae199c-dafa-4f55-ad7d-bd9754d47120,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:25.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #8",,Live,,,,,,,,
6aa855ba-6885-4021-bab8-730e8fffce58,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:24.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #7",,Live,,,,,,,,
a00031df-c1bb-43fc-963a-001a3ee69bd1,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:23.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #6",,Live,,,,,,,,
eb8a059c-f405-40e2-9a62-9a2605f3d4de,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:21.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #5",,Live,,,,,,,,
8201c331-b0aa-40c1-bf7f-34a7472d1d2e,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:20.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #4",,Live,,,,,,,,
03aacc92-0fd4-4372-ba92-725bb749af63,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:19.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #3",,Live,,,,,,,,
bc3dc872-52d4-4bf3-90c9-df00da88a02f,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:18.000Z,"1700 Chum Live",1700,"Piper's Creek",Chum,Female,47.711034,-122.372771,5,5284374,547049,10T,"bulk uploaded female #2",,Live,,,,,,,,
a65baddc-df63-4897-a04e-af88a9345a2f,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:17.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,47.710859,-122.371913,5,5284355,547113,10T,"bulk uploaded female #6",,Live,,,,,,,,
821d224a-98ea-4b5c-adb8-c0554150cb20,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:15.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,47.710859,-122.371913,5,5284355,547113,10T,"bulk uploaded female #5",,Live,,,,,,,,
fd17f0e1-c75b-4e4f-a8d4-39b9753788b5,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:14.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,47.710859,-122.371913,5,5284355,547113,10T,"bulk uploaded female #4",,Live,,,,,,,,
150b9959-9f11-4898-b0a0-76dbc80071cb,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:13.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,47.710859,-122.371913,5,5284355,547113,10T,"bulk uploaded female #3",,Live,,,,,,,,
b842c85d-a694-47c9-846e-c92c2805a44e,29866c89-cbbc-4468-9015-e40e0943d1fb,2022-11-30T07:52:11.887Z,2022-11-30T07:52:12.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,47.710859,-122.371913,5,5284355,547113,10T,"bulk uploaded female #2",,Live,,,,,,,,
1bb27ab9-b653-4db1-806e-a5dd13538734,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:24:19.261Z,2022-11-29T23:25:56.000Z,"12 Chum Dead",12,"Piper's Creek",Chum,Male,47.71195,-122.379328,5,5284472,546556,10T,,,Dead,"In creek","Eye loss",20,3.5,"Less than 1 hour","Partially spawned",,
cc3543dd-7e58-4fc7-85d5-9da44c23f0cd,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:10:46.605Z,2022-11-29T23:25:54.000Z,"1725 Chum Dead",1725,"Piper's Creek",Chum,Male,47.711222,-122.37275,5,5284395,547050,10T,,,Dead,"In creek",No,27,6,"Less than 1 hour","Partially spawned",,
05a1bb1f-67ca-42b9-a072-688de2cd75eb,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:09:21.855Z,2022-11-29T23:25:52.000Z,"1725 Chum Dead",1725,"Piper's Creek",Chum,Female,47.711302,-122.372725,4,5284403,547052,10T,,,Dead,"In creek",No,22.5,4.75,"1-12 hours","Partially spawned",,
0c465b8a-ef8f-40a8-abc6-6092c27f57bb,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:08:30.245Z,2022-11-29T23:39:56.000Z,"1750 Chum Dead",1750,"Piper's Creek",Chum,Male,47.711148,-122.372654,10,5284386,547057,10T,,,Dead,"In creek",No,25,6,"Greater than 24 hours",Spawned,,
b9f42c59-aaeb-41d2-96df-b1ee8e72c876,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:07:51.577Z,2022-11-29T23:25:50.000Z,"1725 Chum Dead",1725,"Piper's Creek",Chum,Female,47.711304,-122.372725,6,5284404,547052,10T,,,Dead,,No,23,4.25,"12-24 hours",Spawned,,
ba3fe49f-668f-453a-bdc0-24f3c2ea742d,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:07:01.955Z,2022-11-29T23:25:48.000Z,"1725 Chum Dead",1725,"Piper's Creek",Chum,Female,47.711312,-122.372726,5,5284405,547052,10T,,,Dead,"In creek",No,24,5,"12-24 hours",Spawned,,
ca4cce4d-b555-43c5-ab1d-fab69646b33d,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:03:37.189Z,2022-11-29T23:25:46.000Z,"1675 Chum Dead",1675,"Piper's Creek",Chum,Female,47.711152,-122.372827,5,5284387,547044,10T,,,Dead,"In creek",No,25.5,5,"Greater than 24 hours",Spawned,,
e6991f89-3d61-483b-99e8-79e86cc09ac9,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:02:26.406Z,2022-11-29T23:25:44.000Z,"1672 Chum Dead",1672,"Piper's Creek",Chum,Female,47.711155,-122.372844,7,5284387,547043,10T,,,Dead,"In creek",No,26,5,"12-24 hours",Spawned,,
b303fcde-f725-4934-8c1d-c64dea3b1ba2,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:02:19.331Z,2022-11-29T23:39:53.000Z,"1635 Chum Dead",1635,"Piper's Creek",Chum,Female,47.711223,-122.372764,5,5284395,547049,10T,,,Dead,"In creek",No,23,4.5,"1-12 hours",Spawned,,
00f27bc2-d978-44d7-b325-e759cabef877,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:01:34.323Z,2022-11-29T23:25:42.000Z,"1670 Chum Dead",1670,"Piper's Creek",Chum,Male,47.71117,-122.3728,5,5284389,547046,10T,,,Dead,"In creek",No,25,5,"Greater than 24 hours",Unspawned,,
1904de54-e290-4c68-8d1a-e7027833a21b,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T22:01:33.376Z,2022-11-29T23:39:51.000Z,"1635 Chum Dead",1635,"Piper's Creek",Chum,Female,47.711136,-122.372686,10,5284385,547055,10T,,,Dead,"In creek",No,23,4.5,"Greater than 24 hours",Spawned,,
998f7f7c-065d-445e-b173-c550c5d0f6f7,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:57:51.821Z,2022-11-29T23:25:40.000Z,"1620 Chum Dead",1620,"Piper's Creek",Chum,Female,47.711161,-122.37293,5,5284388,547037,10T,,,Dead,"In creek",No,26.5,4.5,"Greater than 24 hours",Spawned,,
378da24e-0ac0-467b-bb2e-64d61bd4a9d2,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:57:02.439Z,2022-11-29T23:39:50.000Z,"1650 Chum Dead",1650,"Piper's Creek",Chum,Male,47.711195,-122.37306,10,5284391,547027,10T,,,Dead,"In creek",No,25,5,"Greater than 24 hours",Unspawned,,
909d8f6c-0380-4ba3-9f71-2f8913f8a068,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:56:21.530Z,2022-11-29T23:25:38.000Z,"1665 Chum Dead",1665,"Piper's Creek",Chum,Female,47.711142,-122.372898,4,5284386,547039,10T,,,Dead,"In creek",No,22,4.5,"Greater than 24 hours","Partially spawned",,
beee3390-06a3-42fd-a796-e6cc94d682f7,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:55:41.724Z,2022-11-29T23:39:47.000Z,"1650 Chum Dead",1650,"Piper's Creek",Chum,Male,47.711209,-122.373095,10,5284393,547024,10T,,,Dead,"In creek",No,22.5,4.75,"Greater than 24 hours",Spawned,,
50dfa246-9c7a-4151-82e3-01b0f7670c87,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:55:14.608Z,2022-11-29T23:25:36.000Z,"1665 Chum Dead",1665,"Piper's Creek",Chum,Male,47.71116,-122.372887,7,5284388,547040,10T,,,Dead,"In creek",No,26,6,"1-12 hours","Partially spawned",,
5a3a6213-d4ca-4167-a5c2-39640c3b3433,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:54:20.223Z,2022-11-29T23:39:45.000Z,"1650 Chum Dead",1650,"Piper's Creek",Chum,Female,47.711226,-122.373055,5,5284395,547027,10T,,,Dead,"In creek",No,24,4.5,"12-24 hours",Spawned,,
b2dadd1c-28d4-46f4-9b04-0dc4b509be3c,a1d1fce7-9772-4c88-bcc4-71c3e0037ee8,2022-11-29T21:53:14.184Z,2022-11-29T23:39:43.000Z,"1650 Chum Dead",1650,"Piper's Creek",Chum,Female,47.711255,-122.373027,10,5284398,547029,10T,,,Dead,"In creek",No,24,5,"Greater than 24 hours",Spawned,,
